,Statement,Answer,Label,Type
218,"President Trump, I’d like to follow up with you and your comments. You talked about taking a therapeutic, I assume you’re referencing Regeneron. You also said a vaccine will be coming within weeks. Is that a guarantee?","No, it’s not a guarantee, but it will be by the end of the year. But I think it has a good chance. There are two companies, I think within a matter of weeks and it will be distributed very quickly.",6.0,raw
219,"[""</s><s>President Trump, I’d like to follow up with you and your comments. You talked about taking a therapeutic, I assume you’re referencing Regeneron. You also said a vaccine will be coming within weeks. Is that a guarantee? It's a good question.</s>""]","[""</s><s>No, it’s not a guarantee, but it will be by the end of the year. But I think it has a good chance. There are two companies, I think within a matter of weeks. It will be distributed very quickly. It's a good start.</s>""]",6.0,summary
220,"Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it. It didn't meet my test. I've had the same test. Does it create jobs, raise incomes, and further our national security? I'm against it now. I'll be against it after the election. I'll be against it when I'm president. There's only one of us on this stage who's actually shipped jobs to Mexico, because that's Donald. He's shipped jobs to 12 countries, including Mexico. But he mentioned China. And, you know, one of the biggest problems we have with China is the illegal dumping of steel and aluminum into our markets. I have fought against that as a senator. I've stood up against it as secretary of state. Donald has bought Chinese steel and aluminum. In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel. So he goes around with crocodile tears about how terrible it is, but he has given jobs to Chinese steelworkers, not American steelworkers.","Let me ask a simple question. She's been doing this for 30 years. Why the hell didn't you do it over the last 15, 20 years?",3.0,raw
221,"['</s><s>Donald Trump has shipped jobs to 12 countries, including Mexico. Donald has bought Chinese steel and aluminum. The Trump Hotel right here in Las Vegas was made with Chinese steel. So he goes around with crocodile tears about how terrible it is, but he has given jobs to Chinese steelworkers, not American steelworkers.</s>']","['</s><s><s>Let me ask a simple question. She\'s been doing this for 30 years. Why the hell didn\'t you do it over the last 15, 20 years? He asks. ""Why the hell did you not do it in the past?"" he says. ""I\'m not asking you to do it now. I\'m just asking why the hell not?""</s>']",3.0,summary
222,"Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way? But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers. I've met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit it's an issue. They've got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street.","First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of. These are very, very good people, and they're protecting the Second Amendment. But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that's a term that I think was a -- it's -- it's been horribly met, as you know. I think you've apologized for it. But I think it was a terrible thing to say. And when it comes to stop-and-frisk, you know, you're talking about takes guns away. Well, I'm talking about taking guns away from gangs and people that use them. And I don't think -- I really don't think you disagree with me on this, if you want to know the truth. I think maybe there's a political reason why you can't say it, but I really don't believe -- in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It's hard to believe, 500 is like supposed to be good? But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and- frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.",4.0,raw
223,"[""</s><s>I think implicit bias is a problem for everyone, not just police. I've met with a group of very distinguished, experienced police chiefs a few weeks ago. They've got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lots of really difficult mental health problems on the street.</s>""]","[""</s><s>I think we have to look very strongly at no-fly lists and watch lists. Even if they shouldn't be on there, we'll help them legally. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. I think you've apologized for it.</s>""]",4.0,summary
224,"What steps will your energy policy take to meet our energy needs, while at the same time remaining environmentally friendly and minimizing job loss for fossil power plant workers? ","Absolutely. I think it's such a great question, because energy is under siege by the Obama administration. Under absolutely siege. The EPA, Environmental Protection Agency, is killing these energy companies. And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil. We are killing -- absolutely killing our energy business in this country. Now, I'm all for alternative forms of energy, including wind, including solar, et cetera. But we need much more than wind and solar. And you look at our miners. Hillary Clinton wants to put all the miners out of business. There is a thing called clean coal. Coal will last for 1,000 years in this country. Now we have natural gas and so many other things because of technology. We have unbelievable -- we have found over the last seven years, we have found tremendous wealth right under our feet. So good. Especially when you have $20 trillion in debt. I will bring our energy companies back. They'll be able to compete. They'll make money. They'll pay off our national debt. They'll pay off our tremendous budget deficits, which are tremendous. But we are putting our energy companies out of business. We have to bring back our workers. You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies. We have to guard our energy companies. We have to make it possible. The EPA is so restrictive that they are putting our energy companies out of business. And all you have to do is go to a great place like West Virginia or places like Ohio, which is phenomenal, or places like Pennsylvania and you see what they're doing to the people, miners and others in the energy business. It's a disgrace.",4.0,raw
225,"['</s><s>What steps will your energy policy take to meet our energy needs, while at the same time remaining environmentally friendly and minimizing job loss for fossil power plant workers? Please share your story with CNN iReport. Share your photos, videos and stories of your family and friends in the comments below.</s>']","['</s><s>The EPA, Environmental Protection Agency, is killing these energy companies. Foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil. We are killing -- absolutely killing our energy business in this country. I will bring our energy companies back.</s>']",4.0,summary
226,"Okay, let’s move on to American families and the economy. One of the issues that’s most important to them is healthcare, as you both know. Today, there was a key vote on a new Supreme Court Justice, Amy Coney Barrett, and healthcare is at the center of her confirmation fight. Over 20 million Americans get their health insurance through the Affordable Care Act. It’s headed to the Supreme Court and your administration, Mr. President, is advocating for the court to overturn it. If the Supreme Court does overturn that law, there’s 20 million Americans could lose their health insurance almost overnight. So what would you do if those people have their health insurance taken away? You have two minutes uninterrupted.","First of all, I’ve already done something that nobody thought was possible. Through the legislature, I terminated the individual mandate. That is the worst part of Obamacare, as we call it. The individual mandate where you have to pay a fortune for the privilege of not having to pay for bad health insurance, I terminated. It’s gone. Now, it’s in court, because Obamacare is no good. But then I made a decision, run it as well as you can, to my people, great people, run it as well as you can. I could have gone the other route and made everybody very unhappy. They ran it. Premiums are down. Everything’s down. Here’s the problem. No matter how well you run it, it’s no good. What we’d like to do is terminate it. We have the individual mandate done. I don’t know that it’s going to work. If we don’t win, we will have to run it and we’ll have Obamacare, but it’ll be better run. But it no longer is Obamacare, because without the individual mandate, it’s much different. Pre-existing conditions will always stay. What I would like to do is a much better healthcare, much better. We’ll always protect people with pre-existing. So I’d like to terminate Obamacare, come up with a brand new, beautiful healthcare. The Democrats will do it, because there’ll be tremendous pressure on them. And we might even have the House by that time. And I think we’re going to win the House. You’ll see, but I think we’re going to win the House. But come up with a better healthcare, always protecting people with pre-existing conditions. And one thing very important, we have 180 million people out there that have great private healthcare. Far more than we’re talking about with Obamacare. Joe Biden is going to terminate all of those policies. These are people that love their healthcare. People that have been successful, middle-income people, been successful. They have 180 million plans, 180 million people, families. Under what he wants to do, which will basically be socialized medicine, he won’t even have a choice, they want to terminate 180 million plans. We have done an incredible job at healthcare, and we’re going to do even better. Just you watch.",4.0,raw
227,"['</s><s>Over 20 million Americans get their health insurance through the Affordable Care Act. Your administration is advocating for the court to overturn it. If the Supreme Court does overturn that law, there’s20 million Americans could lose their health Insurance almost overnight. You have two minutes uninterrupted.</s>']","['</s><s><s>President Obama says he has already terminated the individual mandate in Obamacare. He says he would like to terminate Obamacare and come up with a new, better healthcare plan. Obama: ""We have done an incredible job at healthcare, and we’re going to do even better""</s>']",4.0,summary
228,"Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. We're making progress. Our military is assisting in Iraq. And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.","Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. ""We will take out ISIS."" Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. She's been doing it a long time. She's been trying to take them out for a long time. But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn't have had them. Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.",4.0,raw
229,['</s><s>I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize. But we also have to intensify our air strikes against ISIS.</s>'],"[""</s><s>President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, he says. And ISIS was formed. So she talks about taking them out. But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that.</s>""]",4.0,summary
230,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board. He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.","No, he made a reference to Abraham Lincoln, where did that come in? I mean-",3.0,raw
231,"['</s><s>Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. He has moved around and made everything worse across the board. About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.</s>']","[""</s><s><s>No, he made a reference to Abraham Lincoln, where did that come in? I mean, I'm not sure where that came in. No, he was talking about Abraham Lincoln. He was referring to Lincoln. I'm sorry, I didn't mean to offend him.</s>""]",3.0,summary
232,"It's a criminal enterprise. Saudi Arabia giving $25 million, Qatar, all of these countries. You talk about women and women's rights? So these are people that push gays off business -- off buildings. These are people that kill women and treat women horribly. And yet you take their money. So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly? Why don't you give back the money? I think it would be a great gesture. Because she takes a tremendous amount of money. And you take a look at the people of Haiti. I was at a little Haiti the other day in Florida. And I want to tell you, they hate the Clintons, because what's happened in Haiti with the Clinton Foundation is a disgrace. And you know it, and they know it, and everybody knows it.","Well, very quickly, we at the Clinton Foundation spend 90 percent -- 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country. I'm very proud of that. We have the highest rating from the watchdogs that follow foundations. And I'd be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six- foot portrait of Donald. I mean, who does that? It just was astonishing. But when it comes to Haiti, Haiti is the poorest country in our hemisphere. The earthquake and the hurricanes, it has devastated Haiti. Bill and I have been involved in trying to help Haiti for many years. The Clinton Foundation raised $30 million to help Haiti after the catastrophic earthquake and all of the terrible problems the people there had. We have done things to help small businesses, agriculture, and so much else. And we're going to keep working to help Haiti...",6.0,raw
233,"[""</s><s>It's a criminal enterprise. Saudi Arabia giving $25 million, Qatar, all of these countries. You talk about women and women's rights? So these are people that push gays off business -- off buildings. And yet you take their money. So I'd like to ask you right now, why don't you give back the money?</s>""]","['</s><s>The Clinton Foundation has the highest rating from watchdogs that follow foundations, Clinton says. Clinton Foundation raised $30 million to help Haiti after the catastrophic earthquake. Clinton: ""Haiti is the poorest country in our hemisphere. The earthquake and the hurricanes, it has devastated Haiti""</s>']",6.0,summary
234,"Yes, I do. And again, he’s been in government 47 years, he never did a thing, except in 1994, when he did such harm to the black community, and they were called … and he called them superpredators. And he said that, he said it, superpredators. And they never lived that down. 1994, your crime bill, the superpredators. Nobody has done more for the black community than Donald Trump. And if you look, with the exception of Abraham Lincoln, possible exception, but the exception of Abraham Lincoln, nobody has done what I’ve done. Criminal justice reform, Obama and Joe didn’t do it. I don’t even think they tried because they had no chance at doing it. They might’ve wanted to do it. But if you had to see the arms I had to twist to get that done, it was not a pretty picture. And everybody knows it, including some very liberal people that cried in my office. They cried in the Oval Office. Two weeks later, they’re out saying, “Gee, we have to defeat him.” Criminal justice reform, prison reform, Opportunity Zones with Tim Scott, a great Senator from South Carolina. He came in with this incredible idea for Opportunity Zones. It’s one of the most successful programs. People don’t talk about it. Tremendous investment is being made, biggest beneficiary, the black and Hispanic communities. And then Historically Black Colleges and Universities, after three years of coming to the office, I love some of those guys, they were great. They came into the office and I said, “What are you doing?” After three years, I said, “Why do you keep coming back?” Because we have no funding.” I said, “You don’t have to come back every year.” “We have to come back.” Because President Obama would never give them long-term funding and I did. 10 year long-term funding and I gave them more money than they asked for because I said, “I think you need more.” And I said, “The only bad part about this is I may never see you again.” Because I got very friendly with them and they like me and I like them. But I saved Historically Black Colleges and Universities.","My response to that is I never ever said what he accused me of saying. The fact of the matter is in 2000 though, after the crime bill had been in the law for awhile, this is a guy who said, “The problem with the crime bill, there’s not enough people in jail. There’s not enough people in jail.” And go on my website, get the quote, the date when he said it, “not enough people.” He talked about marauding gangs, young gangs, and the people who are going to maraud our cities. This is a guy who in the Central Park Five, five innocent black kids, he continued to push for making sure that they got the death penalty. None of them were guilty of the crimes they were suggested. Look and granted, he did in fact, let 20 people … he commuted 20 people’s sentences. We commuted over 1,000 people’s sentences, over 1,000. The very law he’s talking about is a law that in fact, initiated by Barack Obama. And secondly, we’re in a situation here where the federal prison system was reduced by 38,000 people under our administration. And one of those things we should be doing, there should be no, no minimum mandatories in the law. That’s why I’m offering $20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts. No one should be going to jail because they have a drug problem. They should be going to rehabilitation, not to jail. We should fundamentally change the system and that’s what I’m going to do.",6.0,raw
235,"['</s><s>Nobody has done more for the black community than Donald Trump. Criminal justice reform, prison reform, Opportunity Zones with Tim Scott, a great Senator from South Carolina. And then Historically Black Colleges and Universities, after three years of coming to the office, I love some of those guys, they were great.</s>']","['</s><s>My response to that is I never ever said what he accused me of saying. The fact of the matter is in 2000 though, after the crime bill had been in the law for awhile, this is a guy who said, “The problem with the crime bills, there’s not enough people in jail.” He talked about marauding gangs, young gangs, and the people who are going to maraud our cities.</s>']",6.0,summary
236,"You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?","Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-",3.0,raw
237,"['</s><s>In 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. What are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?</s>']","['</s><s>Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots,. I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated.</s>']",3.0,summary
238,"We’ve had no negative effect, and we’ve had 35, 40,000 people at these rallies.","Yes, I would. He’s been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He’s a fool on this.",4.0,raw
239,"['</s><s><s>We’ve had no negative effect, and we’s had 35, 40,000 people at these rallies, he says. We’re not going to stop. We have to keep going. We can’t let this go. We need to keep moving forward.</s>']","[""</s><s>Yes, I would. He's been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He’s a fool on this. I would say that to him. I think that he is a fool.</s>""]",4.0,summary
240,"Wasn't some of the money used to settle your lawsuits, sir? ","No, it was -- we put up the American flag. And that's it. They put up the American flag. We fought for the right in Palm Beach to put up the American flag. ",3.0,raw
241,"[""</s><s><s>Wasn't some of the money used to settle your lawsuits, sir?  Wasn't it used to pay for your legal fees?  Did you settle any of your lawsuits with this money?  Yes, I did. Was it used for legal fees for your lawsuits? Yes, it was.</s>""]","[""</s><s><s>No, it was -- we put up the American flag. And that's it. We fought for the right in Palm Beach to put up an American flag, he says. They put up a flag. We put a flag up. That's all it was.</s>""]",3.0,summary
242,"No, people want their schools open. They don’t want to be shut down. They don’t want their state shut down. They want their restaurants. I look at New York. It’s so sad what’s happening in New York. It’s almost like a ghost town, and I’m not sure it can ever recover what they’ve done to New York. People want their places open. They want to get back to their lives.",People want to be safe.,3.0,raw
243,"['</s><s>No, people want their schools open. They don’t want to be shut down. They want their restaurants. I look at New York. It’s almost like a ghost town, and I’m not sure it can ever recover what they’ve done.</s>']","[""</s><s><s>People want to be safe. People want to know they are safe. They want to feel safe in their homes. They don't want to have to worry about being in danger. People don't like to be in danger, they want to live in safety. It's a good feeling.</s>""]",3.0,summary
244,"I have a follow-up for you Vice President Biden. It relates to something that President Trump said. He’s accusing you of wanting socialized medicine. What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes- Concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government. What’s your response to that?","I say it’s ridiculous. It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan. Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field. This is something that’s going to save people’s lives. And this is going to give some people an opportunity to have healthcare for their children. How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under? We have to provide health insurance for people at an affordable rate, and that’s what I do.",6.0,raw
245,"['</s><s>President Trump has accused Vice President Biden of wanting socialized medicine. What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government? What’s your response to that?</s>']","[""</s><s>I think healthcare is not a privilege, it's a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. This is something that's going to save people's lives. And this is going to give some people an opportunity to have healthcare for their children. We have to provide health insurance for people at an affordable rate, and that’s what I do.</s>""]",6.0,summary
246,"And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it can't be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump's best efforts to bring him down.","I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn't work that way. You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don't think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn't work. It really doesn't. Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued. We settled the suit with zero -- with no admission of guilt. It was very easy to do. I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you. Maybe I'm trying to save the money. But, frankly, I look -- I look at that, and I say, isn't that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things. I'll go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African- Americans, against Muslims, against anybody. And it's a tremendously successful club. And I'm so glad I did it. And I have been given great credit for what I did. And I'm very, very proud of it. And that's the way I feel. That is the true way I feel.",4.0,raw
247,"['</s><s>Donald Trump started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year. Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments to African-Americans.</s>']","[""</s><s>I would love to respond. When I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued. We settled the suit with zero -- with no admission of guilt. In Palm Beach, Florida, tough community, brilliant community, wealthy community, probably the wealthiest community there is in the world.</s>""]",4.0,summary
248,"Let’s talk about that. The vice-president earlier referred to it as part of what he thinks is an accomplishment. The president’s trade war with China. You lost that trade war. You lost it. What ended up happening is because of a so-called trade war with China, America lost 300,000 manufacturing jobs. Farmers have experienced bankruptcy because of it. We are in a manufacturing recession because of it. And when we look at where this administration has been, there are estimates that by the end of the term of this administration, they will have lost more jobs than almost any other presidential administration and the American people know what I’m talking about. I think about 20 year olds, we have a 20 something year old who are coming out of high school and college right now. And you’re wondering, is there going to be a job there for me? We’re looking at people who are trying to figure out how they’re going to pay rent by the end of the month, almost half of American renters are worried about whether they’re going to be able to pay rent by the end of the month. This is where the economy is in America right now. And it is because of the catastrophe and the failure of leadership of this administration.","Well, I’d love to respond. Look, lost the trade war with China? Joe Biden never fought it. Joe Biden has been a cheerleader for communist China over the last several decades. And again, Senator Harris, you’re entitled to your opinion. You’re not entitled to your own facts. When Joe Biden was vice-president, we lost 200,000 manufacturing jobs. And president Obama said they were never coming back. He said, we needed a magic wand to bring them back. In our first three years after we cut taxes-",3.0,raw
249,"['</s><s>The president’s trade war with China. You lost that trade war. America lost 300,000 manufacturing jobs. Farmers have experienced bankruptcy because of it. And when we look at where this administration has been, there are estimates that by the end of the term of this administration, they will have lost more jobs than almost any other presidential administration.</s>']","[""</s><s>Well, I’d love to respond. Look, lost the trade war with China? Joe Biden never fought it. Joe Biden has been a cheerleader for communist China over the last several decades. When Joe Biden was vice-president, we lost 200,000 manufacturing jobs. And again, Senator Harris, you're entitled to your opinion. You’re not entitled toyour own facts.</s>""]",3.0,summary
250,"The only thing I haven’t done a good job, and that’s because of the fake news, no matter what you say to them, they give you a bad press on it. It’s just fake news. They give you good press, they give me bad press because that’s the way it is, unfortunately. But let me just say something. I don’t care. I’ve gotten used to it. But I’ll tell you, Joe, you could never have done the job that we did. You don’t have it in your blood. You could’ve never done that, Joe.",I know how to do the job. I know how to get the job done.,3.0,raw
251,"['</s><s>The only thing I haven’t done a good job, and that’s because of the fake news, he said. ""No matter what you say to them, they give you a bad press on it,"" he said of the media. ""I’ve gotten used to it. But I’ll tell you, Joe, you could never have done the job""</s>']","[""</s><s>I know how to do the job. I knowHow to get the job done. That's what I've always done. I'm a professional. I've got the skills. I can do it. I'll get it done. It's time to get out of here.</s>""]",3.0,summary
252,"Why didn’t you do it before, when you were vice president with Obama?","Because you in fact passed that, that was your tax proposal.",3.0,raw
253,"[""</s><s><s><s>Why didn't you do it before, when you were vice president with Obama? Why didn’t you do this before, Obama? When you were VP with Obama, why did you not do this? Why did you wait so long to do it? Why not now?</s>""]","[""</s><s><s><s>Because you in fact passed that, that was your tax proposal. Because you passed that. That was your plan. Because that's what you wanted to do. That's what the tax proposal was. And you passed it. And that's why it's still your tax plan.</s>""]",3.0,summary
254,"Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them? I can only say that I'm certainly relieved that my late father never did business with you. He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides. And when we talk about your business, you've taken business bankruptcy six times. There are a lot of great businesspeople that have never taken bankruptcy once. You call yourself the King of Debt. You talk about leverage. You even at one time suggested that you would try to negotiate down the national debt of the United States.",Wrong. Wrong.,3.0,raw
255,"[""</s><s>Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, and then refused to pay them? I can only say that I'm certainly relieved that my late father never did business with you. He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides.</s>""]","[""</s><s><s><s>Wrong. Wrong. wrong.wrong. Wrong, wrong, wrong and wrong again. It's not true, it's just not true. It just doesn't add up to what you think it's supposed to be. It doesn't make any sense. It makes no sense.</s>""]",3.0,summary
256,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?","I know nothing about it, can I [crosstalk 00:20:36]-",3.0,raw
257,"['</s><s>Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?</s>']","[""</s><s><s>I know nothing about it, can I [crosstalk 00:20:36], can I help you with it? I'm sorry, I don't know anything about it. I can't help you. I'm so sorry. Can you help me? Can you tell me what's going on? I know nothing. I've never heard of it.</s>""]",3.0,summary
258,"I say it’s ridiculous. It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan. Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field. This is something that’s going to save people’s lives. And this is going to give some people an opportunity to have healthcare for their children. How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under? We have to provide health insurance for people at an affordable rate, and that’s what I do.","… for 47 years. He didn’t do it. He was now there as vice president for eight years. And it’s not like it was 25 years ago. It was three and three quarters… It was just a little while ago, right? Less than four years ago. He didn’t do anything. He didn’t do it. He wants socialized medicine. And it’s not that he wants it. His vice president, she is more liberal than Bernie Sanders and wants it even more. Bernie Sanders wants it. The Democrats want it. You’re going to have socialized medicine, just like you want it with fracking. “We’re not going to have fracking. We’re going to stop fracking. We’re going to stop fracking.” Then he goes to Pennsylvania after he gets a nomination, where he got very lucky to get it. And he goes to Pennsylvania, and he says, “Oh, we’re going to have fracking.” And you never ask that question. And by the way, so far, I respect very much the way you’re handling this, I have to say.",3.0,raw
259,"[""</s><s>I think healthcare is not a privilege, it's a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. This is something that's going to save people's lives. And this is going to give some people an opportunity to have healthcare for their children. We have to provide health insurance for people at an affordable rate, and that’s what I do.</s>""]","[""</s><s>“He didn’t do anything. He wants socialized medicine. And it’s not that he wants it. His vice president, she is more liberal than Bernie Sanders and wants it even more,” he said. “We’re not going to have fracking. We’'re going to stop fracking.”</s>""]",3.0,summary
